date,user,message
2016. 4. 4. 오후 11:15,HL,각출하면 됩니당 ㅋㅋㅋㅋㅋㅋ
2016. 4. 4. 오후 11:15,HL,이모티콘 
2016. 4. 4. 오후 11:46,BJ,생활의 달인에 김밥의 달인 나오는데 왜 연희김밥안나와여???ㅠㅠㅠ
2016. 4. 4. 오후 11:47,HL,우리 속인거같애 ㅋㅋ 엄마친구가 하는집 아니야?!
2016. 4. 4. 오후 11:47,BJ,연희가 혹시 ㅋㅋ 엄마친구딸?ㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 4. 오후 11:50,HL,의혹이 짙은데...ㅋㅋㅋㅋ
2016. 4. 5. 오후 3:16,KS,사진
2016. 4. 5. 오후 3:16,KS,사진
2016. 4. 5. 오후 3:16,KS,사진
2016. 4. 5. 오후 3:16,KS,사진
2016. 4. 5. 오후 3:16,KS,사진
2016. 4. 5. 오후 3:16,KS,힐링하세요~
2016. 4. 5. 오후 3:17,BR,이모티콘 
2016. 4. 5. 오후 3:17,BR,감사합니다 역시 맥심오빠
2016. 4. 5. 오후 3:22,HL,벌써 여의도에 벚꽃이....ㅋㅋ
2016. 4. 5. 오후 3:22,HL,올해 벚꽃은 이것으로 끝낫구만 ㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:23,HL,이모티콘 
2016. 4. 5. 오후 3:24,BJ,캬..부드럽다...
2016. 4. 5. 오후 3:24,BJ,보고 배워야겠다...
2016. 4. 5. 오후 3:24,BJ,오늘부로 프렌치카페 동생으로 거듭나겠습니다.
2016. 4. 5. 오후 3:25,HL,맥심이 다르긴 다르네 ㅋㅋㅋㅋ
2016. 4. 5. 오후 3:25,BR,http://youtu.be/cIGgSI1uhKI
2016. 4. 5. 오후 3:25,BR,프랜치카페 동생 ㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:25,HL,너 십센치래 ㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:26,BJ,뭔가 발음이...
2016. 4. 5. 오후 3:26,HL,누나들이 너 엄청 이뻐한다야 ㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:26,BJ,형님이 말하니깐
2016. 4. 5. 오후 3:26,BR,아냐 저건 그냥 타이밍이.. ㅋㅋ
2016. 4. 5. 오후 3:26,BJ,너이 십센치.. 이런 느낌이에요
2016. 4. 5. 오후 3:26,HL,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:26,BR,올리는 중에 병준이가 재밌는얘기해서 ㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:26,HL,이십센치로 늘려줘?!ㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:26,BR,내가 십센치 얼마나 좋아하는데!!
2016. 4. 5. 오후 3:26,BR,그렇게 극찬을
2016. 4. 5. 오후 3:26,BR,아직 그렇게 안좋아함 ㅋㅋ
2016. 4. 5. 오후 3:26,BJ,흠
2016. 4. 5. 오후 3:26,BJ,역시 프렌치카페가 되야
2016. 4. 5. 오후 3:26,HL,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:26,BJ,사랑을 받는군...
2016. 4. 5. 오후 3:27,HL,프렌치 카페로 거듭나자~~
2016. 4. 5. 오후 3:27,HL,맥심보다 부드럽긴 힘들겟지만
2016. 4. 5. 오후 3:27,BJ,형님 저 그렇게 공격해서 좋을게 없으실텐데요 !!!
2016. 4. 5. 오후 3:27,BJ,잃는게 많으실텐데
2016. 4. 5. 오후 3:27,HL,공격한거 아닌데 ㅋㅋㅋㅋ
2016. 4. 5. 오후 3:27,BJ,어허 에헴!!!
2016. 4. 5. 오후 3:27,HL,이모티콘 
2016. 4. 5. 오후 3:27,BJ,이모티콘 
2016. 4. 5. 오후 3:27,HL,이모티콘 
2016. 4. 5. 오후 3:28,HL,난 항상 순수한 의도로~
2016. 4. 5. 오후 3:28,BR,뭘잃는데??
2016. 4. 5. 오후 3:28,BR,밝혀버리자 병준아
2016. 4. 5. 오후 3:28,HL,이모티콘 
2016. 4. 5. 오후 3:28,BJ,^_________________________^
2016. 4. 5. 오후 3:29,BR,이모티콘 
2016. 4. 5. 오후 3:29,BR,말꺼내놓고 이러기 있기없기
2016. 4. 5. 오후 3:29,HL,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:29,HL,왜이런 험준한 분위기가~~
2016. 4. 5. 오후 3:29,HL,튀어야겟답~~~
2016. 4. 5. 오후 3:29,HL,이모티콘 
2016. 4. 5. 오후 3:29,BJ,형일형님이 허락을 해야 말하는ㄷㅔ 튀어벼렀어요 ㅋㅋㅋ
2016. 4. 5. 오후 3:30,BR,--HL님이 나갔습니다--
2016. 4. 5. 오후 3:30,HL,ㅋㅋㅋㅋㅋ 로그아웃~~~~
2016. 4. 5. 오후 3:30,BR,돌아왔다
2016. 4. 5. 오후 3:30,BR,말하거라 병준아
2016. 4. 5. 오후 3:30,HL,내 돈도 로그아웃
2016. 4. 5. 오후 3:30,HL,이모티콘 
2016. 4. 5. 오후 3:31,BJ,난감하다...괜히 말꺼냈다.....
2016. 4. 5. 오후 3:31,BJ,이모티콘 
2016. 4. 5. 오후 3:31,HL,이모티콘 
2016. 4. 5. 오후 3:31,BJ,긇어부스럼이란 말이...
2016. 4. 5. 오후 3:31,BJ,긁어
2016. 4. 5. 오후 3:31,HL,자꾸 긁지마 ㅋㅋㅋㅋ
2016. 4. 5. 오후 3:32,BR,이모티콘 너어
2016. 4. 5. 오후 3:32,BJ,홍진영이 생각나네요
2016. 4. 5. 오후 3:32,BJ,이모티콘 병준이 너어어
2016. 4. 5. 오후 3:32,BJ,당해봤으면 좋겠다
2016. 4. 5. 오후 3:32,BJ,심장 꺼내줄수도있는데
2016. 4. 5. 오후 3:32,BR,이모티콘 가임이한테 부탁할거임
2016. 4. 5. 오후 3:32,BJ,도려내서
2016. 4. 5. 오후 3:32,BJ,헐
2016. 4. 5. 오후 3:32,BJ,킥 중의 킥 ... 가임킥!!!!!!!!!!
2016. 4. 5. 오후 3:32,HL,ㅋㅋㅋㅋㅋㅋㅋㅋ 이번주 조심하자 ㅋㅋ
2016. 4. 5. 오후 3:32,HL,가임킥 소환!!!!!!!!!!
2016. 4. 5. 오후 3:33,BR,이모티콘 
2016. 4. 5. 오후 3:33,HL,홍진영 불러서 심장 꺼내면 가임킥으로 슛~~~~~~~
2016. 4. 5. 오후 3:33,HL,이모티콘 
2016. 4. 5. 오후 3:33,BR,그래 ㅋ 그래서 뭐? ㅎㅎ
2016. 4. 5. 오후 3:34,HL,이모티콘 
2016. 4. 5. 오후 3:34,BJ,아 계속이럼 누나 왕따시키는거같으니깐 안되겠어요ㅋㅋㅋ 그냥 좋은 만남 한번 ^^ 시켜드리기로 했는데
2016. 4. 5. 오후 3:34,BJ,형님이 절 공격하네영 ㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:35,HL,누나 왕따가 아니라 아무도 모르는 일이엇다는거 ㅋㅋㅋㅋ
2016. 4. 5. 오후 3:35,BR,아 ㅎㅎㅎㅎ
2016. 4. 5. 오후 3:35,HL,이모티콘 
2016. 4. 5. 오후 3:35,BJ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 큰일도 아닌데요 뭐 다 큰어른이
2016. 4. 5. 오후 3:35,HL,나 아직 덜 컷어 ㅋㅋㅋ
2016. 4. 5. 오후 3:35,YH,갑자기 ㅏ톡폭탄
2016. 4. 5. 오후 3:35,BJ,..................
2016. 4. 5. 오후 3:35,YH,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:35,BR,병준이가 좋은일 많이하네 ㅎㅎ
2016. 4. 5. 오후 3:35,YH,맥심ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:35,BJ,프렌치카페로 변신하고싶어서 과외받아야겠어요
2016. 4. 5. 오후 3:35,BR,사랑의큐피드할래 마담뚜할래 ㅋㅋ
2016. 4. 5. 오후 3:36,BJ,프렌치카페용
2016. 4. 5. 오후 3:36,HL,ㅋㅋㅋㅋㅋㅋㅋㅋ 병준이가 쓸모가 엄청남 ㅋㅋㅋㅋ
2016. 4. 5. 오후 3:36,BR,프렌치카페는 수업좀 받아 ㅋㅋ
2016. 4. 5. 오후 3:36,YH,마담뚴ㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:36,BR,아직 멀었어
2016. 4. 5. 오후 3:36,HL,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:36,YH,수업필요함ㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:36,BJ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:36,HL,마담뚜 ㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:36,BR,컵라면에 물만 받아주고
2016. 4. 5. 오후 3:36,HL,좋네 ㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:36,BJ,흠....
2016. 4. 5. 오후 3:36,YH,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:36,BJ,맥심 못할거같아요...
2016. 4. 5. 오후 3:36,YH,급세용오빠 미안해지네
2016. 4. 5. 오후 3:36,BJ,물받는걸로도 난 엄청
2016. 4. 5. 오후 3:36,YH,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:36,BJ,부드러운 남자라고 생각했는데
2016. 4. 5. 오후 3:36,BJ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 거의 시멘트바닥 느낌이네여...부드러움이
2016. 4. 5. 오후 3:36,BJ,까칠까칠
2016. 4. 5. 오후 3:36,YH,시멘틐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:37,YH,프렌치는 세욘오빠롴ㅋㅋㅋ
2016. 4. 5. 오후 3:37,BR,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:37,BR,시멘트바닥
2016. 4. 5. 오후 3:37,BJ,아 난 그럼 뭐하지
2016. 4. 5. 오후 3:37,HL,콘크리트의 차가움과 시멘트의 까칠함 소유 ㅋㅋ
2016. 4. 5. 오후 3:37,BJ,조지아 커피 해야겠다
2016. 4. 5. 오후 3:37,BR,고티카
2016. 4. 5. 오후 3:37,BJ,아 어감부터...
2016. 4. 5. 오후 3:37,BJ,별로네
2016. 4. 5. 오후 3:37,BJ,조지아...
2016. 4. 5. 오후 3:37,HL,조지아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:37,BJ,뭘 조지는 느낌도나고...
2016. 4. 5. 오후 3:37,BR,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:37,HL,조져야겟다 뭐 그런건가 ㅋㅋㅋ
2016. 4. 5. 오후 3:37,YH,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:37,BR,그뭐지
2016. 4. 5. 오후 3:37,BR,츤데레?
2016. 4. 5. 오후 3:37,HL,ㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:37,BR,부드러운거 하지마 ㅋㅋ 하던데로 해 ㅋㅋ
2016. 4. 5. 오후 3:38,HL,거지 츤데레 ㅋㅋㅋㅋ
2016. 4. 5. 오후 3:38,BR,츤데레가 대세임
2016. 4. 5. 오후 3:38,HL,거지왕~~~~
2016. 4. 5. 오후 3:38,BR,하지만 결국 보검이..
2016. 4. 5. 오후 3:38,BR,거지왕은 머예요 ㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:38,YH,츤데렠ㅋㅋㅋㅋㅋ츤데레는
2016. 4. 5. 오후 3:38,YH,무뚝뚝하지만
2016. 4. 5. 오후 3:38,YH,착.하.잖.아.요
2016. 4. 5. 오후 3:38,YH,안대안대
2016. 4. 5. 오후 3:38,BR,병준이 착하잖아 ^^
2016. 4. 5. 오후 3:38,YH,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:38,BJ,야
2016. 4. 5. 오후 3:38,BJ,이만큼 착한사람이 어딧니?
2016. 4. 5. 오후 3:38,YH,이모티콘 
2016. 4. 5. 오후 3:39,HL,ㅋㅋㅋㅋㅋㅋㅋㅋ 완죤 착하지
2016. 4. 5. 오후 3:39,BJ,이모티콘 
2016. 4. 5. 오후 3:39,HL,심장꺼내준다자나
2016. 4. 5. 오후 3:39,BR,이모티콘 
2016. 4. 5. 오후 3:39,HL,너어어 이거해주면
2016. 4. 5. 오후 3:39,BR,헐
2016. 4. 5. 오후 3:39,BJ,홍진영....
2016. 4. 5. 오후 3:39,BR,그건 거부
2016. 4. 5. 오후 3:39,BJ,누나한테 준다는소리 안했눈데?~
2016. 4. 5. 오후 3:39,BR,근데 아까부터 ㅋㅋ 홍진영이 뭐야? ㅋㅋ
2016. 4. 5. 오후 3:39,HL,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:39,BJ,홍진영이 맨날하자나여 ㅋㅋㅋ
2016. 4. 5. 오후 3:39,BR,아니 누구한테라도 싫으네 ㅋ 호러라 ㅋㅋ
2016. 4. 5. 오후 3:39,WH,벚꽃사진에 쏟아지는 이 폭탄은 ㅡㅡ
2016. 4. 5. 오후 3:39,BR,ㅎㅎㅎㅎㅎㅎㅎㅎ 죄송합니다
2016. 4. 5. 오후 3:39,HL,벚꽃 사진 투척한 본인은 정작 없음....
2016. 4. 5. 오후 3:39,BJ,다들 카톡을 기다렸던거같네요...분위기상
2016. 4. 5. 오후 3:39,BR,다들 놀고싶었나봐요
2016. 4. 5. 오후 3:40,BJ,벚꽃형님...
2016. 4. 5. 오후 3:40,BJ,별명 +1 되었습니다.
2016. 4. 5. 오후 3:40,BR,ㅋㅋㅋ
2016. 4. 5. 오후 3:40,BR,별명만 계속 쌓아
2016. 4. 5. 오후 3:40,BR,별명부자
2016. 4. 5. 오후 3:40,HL,부자네~~~
2016. 4. 5. 오후 3:41,HL,벚꽃 형님 말고 벚꽃 엔딩으로
2016. 4. 5. 오후 3:41,BJ,아재는 역시 아재셨군요...
2016. 4. 5. 오후 3:42,HL,이모티콘 
2016. 4. 5. 오후 3:42,YH,ㅋㅋㅋㅋ벚꽃엔딩ㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:42,BJ,웃어주지말라고 형님 개그감 잃어가는중인데
2016. 4. 5. 오후 3:42,HL,이모티콘 
2016. 4. 5. 오후 3:42,YH,아진짜이쁘다
2016. 4. 5. 오후 3:42,HL,유희가 역시 착하네 ㅋㅋㅋㅋ
2016. 4. 5. 오후 3:42,HL,병준이는 착한것도 뺏겻다
2016. 4. 5. 오후 3:43,WH,사진
2016. 4. 5. 오후 3:43,WH,사진
2016. 4. 5. 오후 3:43,WH,그럼 난 삼성동 솜사탕으로 부드럽게....
2016. 4. 5. 오후 3:43,HL,와우~~~~~
2016. 4. 5. 오후 3:43,HL,여기 가만히 앉아서 서울구경 다하네 ㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:43,BJ,ㅋㅋㅋ 회장님 삼성동 솜사탕ㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:43,BJ,삼송
2016. 4. 5. 오후 3:43,WH,ㅋㅋㅋ
2016. 4. 5. 오후 3:43,BJ,아...
2016. 4. 5. 오후 3:43,HL,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ삼솜 ㅋㅋㅋ
2016. 4. 5. 오후 3:43,BJ,지방사람...
2016. 4. 5. 오후 3:44,HL,야 다 좋은 별명 지어주고
2016. 4. 5. 오후 3:44,HL,나는 지방사람이냐 ㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:44,BJ,ㅋ제천
2016. 4. 5. 오후 3:44,HL,단양의 절경을 찍어 올려야겟다
2016. 4. 5. 오후 3:45,BR,이모티콘 
2016. 4. 5. 오후 3:45,BJ,지금 이불속에서 누어서 드라마 보는거 다압니다.
2016. 4. 5. 오후 3:45,BR,삼성동 솜사탕 부드럽습니다 햐(좋아)
2016. 4. 5. 오후 3:45,BJ,카톡소리에 헐 카톡이다 하고 놀래신것도 다압니다.
2016. 4. 5. 오후 3:45,HL,ㅋㅋㅋㅋㅋㅋㅋ 귀신이네
2016. 4. 5. 오후 3:45,BJ,나빼고 다 부드럽넹....ㅋㅋ 차별화 전략
2016. 4. 5. 오후 3:45,HL,이모티콘 
2016. 4. 5. 오후 3:45,BJ,츤데레로 가야겠네요.
2016. 4. 5. 오후 3:46,HL,안되겟다 호러로 가야겟다 나는
2016. 4. 5. 오후 3:46,BJ,데레는 잘해주는거니깐
2016. 4. 5. 오후 3:46,BJ,츤으로만
2016. 4. 5. 오후 3:46,BJ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:46,WH,ㅎㅋㅋ
2016. 4. 5. 오후 3:46,BR,(헉)
2016. 4. 5. 오후 3:46,HL,얼마전에 봣던 삼탄이라는 지방에서 발견한 박쥐
2016. 4. 5. 오후 3:47,WH,바....박쥐 오~
2016. 4. 5. 오후 3:47,HL,문열고 들어가다 기절할뻔햇지 ㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:47,HL,저게 어떻게 들어왓는지 들어와서는 매달려잇다 굶어죽엇어 ㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:47,BR,굶어죽었대 ㅠㅠ
2016. 4. 5. 오후 3:47,HL,호러~~~~할랫는데 왜 슬퍼하냐
2016. 4. 5. 오후 3:48,BJ,잔인하네요 형님
2016. 4. 5. 오후 3:48,HL,이모티콘 
2016. 4. 5. 오후 3:48,BJ,굶겨 죽이셨네요...
2016. 4. 5. 오후 3:48,YH,사진
2016. 4. 5. 오후 3:48,WH,헌혈 좀 하지 ...
2016. 4. 5. 오후 3:48,YH,사진
2016. 4. 5. 오후 3:48,YH,헌혈ㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:48,HL,ㅋㅋㅋㅋㅋㅋㅋㅋ 내가 쟤 밥이라도 줫어야대냐 ㅋㅋㅋ
2016. 4. 5. 오후 3:48,YH,여기는 강남역
2016. 4. 5. 오후 3:48,HL,오우 갱남~~~~~~
2016. 4. 5. 오후 3:48,HL,다들 동네마다 하나씩은 다 가지고잇구만 ㅋㅋㅋㅋ
2016. 4. 5. 오후 3:49,YH,사진
2016. 4. 5. 오후 3:49,YH,회사건물 바로뒤 놀이터!!!
2016. 4. 5. 오후 3:49,BJ,일안하고
2016. 4. 5. 오후 3:49,BJ,싸돌아댕기네?
2016. 4. 5. 오후 3:49,BJ,이모티콘 
2016. 4. 5. 오후 3:49,BJ,족발당수다
2016. 4. 5. 오후 3:49,HL,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:49,YH,외근갓다 돌아오는 길이거든ㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:49,WH,멋지당~
2016. 4. 5. 오후 3:49,YH,아오
2016. 4. 5. 오후 3:50,HL,굿굿!!!!!!!!!
2016. 4. 5. 오후 3:50,HL,어제그제만 해도 단양에는 꽃망울만 올라왓는데
2016. 4. 5. 오후 3:50,HL,서울에는 흐드러지네 ㅋ
2016. 4. 5. 오후 3:53,BJ,가임누나 강아지 말티즈 인가?
2016. 4. 5. 오후 3:53,BJ,전여친의.. 강아지와 마니 닮았군요...
2016. 4. 5. 오후 3:54,HL,쉰단다 ㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:54,HL,혁민이가 제대로 알고 얘기한거여야대는데 ㅋㅋㅋ
2016. 4. 5. 오후 3:55,HL,보람아.... 스케줄 잡어~~ㅋㅋㅋㅋ 쉰대 ㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 3:55,WH,아마도 쉬어서 스승의 날 행사를 7일에 하는듯
2016. 4. 5. 오후 3:55,HL,으헉....... 스승의 날 행사 하기로 아직 결정 안낫죠?!
2016. 4. 5. 오후 3:56,YH,아그르겡
2016. 4. 5. 오후 3:56,WH,네...
2016. 4. 5. 오후 3:56,HL,음.... 다양한 행사를 기획하는구만 ㅋㅋㅋ
2016. 4. 5. 오후 3:57,BJ,스승의 날 행사도해야되요?
2016. 4. 5. 오후 3:57,HL,저희 교수님께 얘기해서 중간고사라도 좀 빼야지 않으까요?!ㅋ
2016. 4. 5. 오후 3:57,HL,이거 뭐 이래저래 다 빠지고 수업일수가 너무 없어서 ㅋㅋㅋㅋ
2016. 4. 5. 오후 3:58,BJ,학비...
2016. 4. 5. 오후 3:58,BJ,내학비....
2016. 4. 5. 오후 3:58,YH,맞아맞아 ㅇㅇㅇ
2016. 4. 5. 오후 3:59,HL,회장님 직권상정하시죠~~~
2016. 4. 5. 오후 3:59,HL,기말까진 몰라도 중간고사 정도라도 어떻게 쇼부를 ㅋㅋㅋ
2016. 4. 5. 오후 4:00,HL,벌써 두번빠지고 중간고사 기말고사보면 16주 중에 네번이 사라지는....ㅋㅋㅋㅋ
2016. 4. 5. 오후 4:00,BJ,그래서 선배들이 멘붕이 왔구나...
2016. 4. 5. 오후 4:00,WH,ㅋㅋㅋㅋ...
2016. 4. 5. 오후 4:00,BJ,수업을 안해서.........
2016. 4. 5. 오후 4:00,HL,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 4:01,HL,배운게 없엇을지도 ㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 4:01,WH,"시험얘기 나오면 말씀드려 보지요..,"
2016. 4. 5. 오후 4:01,HL,이모티콘 
2016. 4. 5. 오후 4:02,YH,선배들은 1교시 수업 8시반부터 한대요
2016. 4. 5. 오후 4:02,HL,이모티콘 
2016. 4. 5. 오후 4:02,HL,허얼..... 원래 시간표가 그런건가?!ㅋ
2016. 4. 5. 오후 4:02,YH,ㄴㄴㄴ 협의한듯
2016. 4. 5. 오후 4:03,HL,쉰단다~~~
2016. 4. 5. 오후 4:03,HL,그럼 한주 더하나?! 진짜로?!ㅋㅋㅋㅋ
2016. 4. 5. 오후 4:04,WH,형일씨 그날 나와서 자습해요 ㅎㅎ
2016. 4. 5. 오후 4:04,BJ,이모티콘 
2016. 4. 5. 오후 4:04,BR,아진짜?????
2016. 4. 5. 오후 4:05,HL,회장님이 수업해주시면 가겟습니다
2016. 4. 5. 오후 4:05,HL,이모티콘 
2016. 4. 5. 오후 4:05,HL,회장님이 더 잘 가르치시는거 같아~~ㅋㅋㅋ
2016. 4. 5. 오후 4:05,WH,헐 ㅋ ㅡㅡ;;;
2016. 4. 5. 오후 4:05,HL,머리에 쏙쏙~~~
2016. 4. 5. 오후 4:05,BJ,기성이형!!! 오늘부터 두산이랑 nc 3연전이네요
2016. 4. 5. 오후 4:06,BJ,미리 죄송하단 말씀부터 드릴게요
2016. 4. 5. 오후 4:06,BJ,싹쓸이 해갈거니깐
2016. 4. 5. 오후 4:06,BJ,이모티콘 
2016. 4. 5. 오후 4:06,HL,뭐여 사설토토 한판 뜨는거여?!ㅋ
2016. 4. 5. 오후 4:09,GM,이 카톡 폭탄은 뭔가요ㅋㅋㅋㅋㅋ 읽기도 어려워ㅋㅋ 30명 있는 방보다 말 더 많음ㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 4:09,BJ,가임킥 등장....
2016. 4. 5. 오후 4:09,HL,가임킥의 주인공 등장
2016. 4. 5. 오후 4:10,HL,이모티콘 
2016. 4. 5. 오후 4:10,GM,은근 킥 기다리고 있네?
2016. 4. 5. 오후 4:10,BJ,아 ㅋㅋ깐족 댈라 그랬는데 ㅋㅋㅋ참음 ㅋㅋ
2016. 4. 5. 오후 4:10,BJ,이모티콘 
2016. 4. 5. 오후 4:11,HL,이모티콘 
2016. 4. 5. 오후 4:11,GM,이모티콘 
2016. 4. 5. 오후 4:11,BR,우왓ㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 4:11,BJ,케릭마저 짧........
2016. 4. 5. 오후 4:11,BJ,이모티콘 
2016. 4. 5. 오후 4:12,GM,맞고 싶다는거지?
2016. 4. 5. 오후 4:12,WH,ㅎㅎㅎㅎ (꺄아)
2016. 4. 5. 오후 4:12,HL,이번주가 고비네 ㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 4:12,HL,크리티컬+뺨이면.....
2016. 4. 5. 오후 4:12,HL,이모티콘 
2016. 4. 5. 오후 4:12,BJ,ㅋㅋ 하지만 서로의 자리는 극과 극에 있다는거 ^_________________^
2016. 4. 5. 오후 4:13,YH,언니 자리 바꿀까요?
2016. 4. 5. 오후 4:13,BR,지정좌석 아닌걸 ㅋ
2016. 4. 5. 오후 4:13,GM,나 보람이랑 옮길껀데?ㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 4:13,YH,내가 기성오짜 옆자리 갈게
2016. 4. 5. 오후 4:13,YH,ㅋㅋㅋㅋ
2016. 4. 5. 오후 4:13,YH,맥심을 찾아서
2016. 4. 5. 오후 4:13,HL,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 4:13,HL,뒤졋다 ㅋㅋㅋ 양사이드로 걸렷네
2016. 4. 5. 오후 4:13,GM,프렌치카페 찾으러 가께ㅋㅋ
2016. 4. 5. 오후 4:13,HL,프렌치카페으 달달함을 경험하겟는데~~
2016. 4. 5. 오후 4:14,WH,강렬한 티오피 맛볼수도...
2016. 4. 5. 오후 4:15,BR,이모티콘 
2016. 4. 5. 오후 4:15,HL,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2016. 4. 5. 오후 4:16,BJ,형님 오실때
2016. 4. 5. 오후 4:17,BJ,삼가 고인의 명복을 빕니다. 명찰하나만 제작 부탁드릴게요.
2016. 4. 5. 오후 4:17,HL,명찰은 보람이 전공이야
2016. 4. 5. 오후 4:17,HL,여러가지로 폼텍제작하면대지
2016. 4. 5. 오후 4:17,BJ,누나 큰걸로 하나...
2016. 4. 5. 오후 4:18,HL,이모티콘 
2016. 4. 5. 오후 4:28,BR,이모티콘 왜?
2016. 4. 5. 오후 4:32,BJ,이모티콘 정작 R 선생님은 ㅋㅋ 맥심형님이신데... ㅋㅋㅋ 알려주려고 예습하고가야되네여....
2016. 4. 5. 오후 4:42,BJ,여러분..과로 하지마세요... 오늘 전공의 당직실에서.. 죽었다네요....
2016. 4. 5. 오후 4:44,YH,아 ㅠㅠ
2016. 4. 5. 오후 4:46,WH,ㅠㅠ
2016. 4. 5. 오후 4:49,HL,이모티콘 
2016. 4. 5. 오후 4:49,HL,나 어제 과로햇어....
2016. 4. 5. 오후 4:49,HL,이모티콘 
2016. 4. 5. 오후 5:07,BR,오늘 병가내고 쉬시지 말입니다
2016. 4. 5. 오후 5:08,BJ,샵검색: #유시진
2016. 4. 5. 오후 5:09,BJ,휴가쓰지말입니다
